total_packets,tcp_packets,tcp_syn_packets,udp_packets,icmp_packets,avg_len,entropy_src_ip,entropy_src_port,label
84,0,0,0,84,98.0,2.288826337731014,0.0,0
84,0,0,0,84,98.0,2.288826337731014,0.0,0
84,0,0,0,84,98.0,2.288826337731014,0.0,0
84,0,0,0,84,98.0,2.288826337731014,0.0,0
85,0,0,0,85,98.0,2.287898497136621,0.0,0
83,0,0,0,83,98.0,2.285609896173042,0.0,0
82,0,0,0,83,98.0,2.288385536729597,0.0,0
86,0,0,0,86,98.0,2.2909089064228705,0.0,0
83,0,0,0,83,98.0,2.287898497136621,0.0,0
84,0,0,0,84,98.0,2.277648944155764,0.0,0
84,0,0,0,84,98.0,2.2930277985406424,0.0,0
84,0,0,0,84,98.0,2.2792422946787596,0.0,0
83,0,0,0,83,98.0,2.2828806339491456,0.0,0
84,0,0,0,84,98.0,2.2930250769139713,0.0,0
84,0,0,0,84,98.0,2.285843159132231,0.0,0
84,0,0,0,84,98.0,2.2899887339325633,0.0,0
86,0,0,0,86,98.0,2.285609896173042,0.0,0
81,0,0,0,81,98.0,2.287898497136621,0.0,0
84,0,0,0,84,98.0,2.2953163995042214,0.0,0
85,0,0,0,85,98.0,2.268021867599577,0.0,0
84,0,0,0,84,98.0,2.288826337731014,0.0,0
83,0,0,0,83,98.0,2.2969244187824494,0.0,0
84,0,0,0,84,98.0,2.288826337731014,0.0,0
86,0,0,0,86,98.0,2.2797812101459956,0.0,0
82,0,0,0,82,98.0,2.287898497136621,0.0,0
85,0,0,0,85,98.0,2.2969244187824494,0.0,0
85,0,0,0,85,98.0,2.2797812101459956,0.0,0
83,0,0,0,83,98.0,2.2978600563566274,0.0,0
83,0,0,0,83,98.0,2.295995816906198,0.0,0
84,0,0,0,84,98.0,2.288826337731014,0.0,0
84,0,0,0,84,98.0,2.268021867599577,0.0,0
84,0,0,0,84,98.0,2.288826337731014,0.0,0
84,0,0,0,84,98.0,2.3049445549548357,0.0,0
85,0,0,0,85,98.0,2.288826337731014,0.0,0
83,0,0,0,83,98.0,2.268021867599577,0.0,0
85,0,0,0,85,98.0,2.3063053153240216,0.0,0
